Наименование объявления,Город,Район,Количество станций метро рядом,Самый длогий путь до метро,Самый короткий путь до метро,Расттояние до центра,Площадь квартиры,Цена квартиры
"Продажа 3-комнатной квартиры 62,4 м², 9/9 этаж",Москва,ЗАО,3,20,13,12.3,62.4,16600000
"Продажа 2-комнатной квартиры 38,1 м², 2/16 этаж",Москва,ЮВАО,3,24,4,10.8,38.1,9600000
"Продажа 2-комнатной квартиры 61,6 м², 8/8 этаж",Москва,ЗАО,3,29,21,16.4,61.6,18106750
"Продажа 4-комнатной квартиры 151,9 м², 2/21 этаж",Москва,СЗАО,3,27,9,10.6,151.9,93190650
"Продажа 3-комнатной квартиры 83,3 м², 4/24 этаж",Москва,ЮВАО,3,26,17,4.6,83.3,26214510
"Продажа квартиры-студии 27,8 м², 10/16 этаж",Москва,Новая Москва,3,73,66,25.0,27.8,5800000
"Продажа квартиры-студии 19,7 м², 19/25 этаж",Москва,ЮВАО,3,26,18,12.4,19.7,7400000
"Продажа квартиры-студии 29,9 м², 9/11 этаж",Москва,ЮВАО,3,26,17,4.6,29.9,10608520
"Продажа 1-комнатной квартиры 31 м², 1/5 этаж",Москва,СЗАО,3,20,6,15.4,31.0,8900000
"Продажа 3-комнатной квартиры 85,7 м², 21/28 этаж",Москва,ВАО,3,19,11,9.8,85.7,18331230
"Продажа многокомнатной квартиры 164 м², 2/32 этаж",Москва,САО,3,26,8,7.6,164.0,80000000
"Продажа 1-комнатной квартиры 34,2 м², 26/33 этаж",Москва,САО,3,26,12,12.5,34.2,11579778
"Продажа 3-комнатной квартиры 80 м², 10/17 этаж",Москва,Новая Москва,3,32,21,23.1,80.0,17999000
"Продажа 1-комнатной квартиры 40,4 м², 22/30 этаж",Москва,ЮАО,3,16,6,17.6,40.4,13490000
"Продажа 2-комнатной квартиры 50,4 м², 3/33 этаж",Москва,ЗАО,3,20,13,13.4,50.4,18719568
"Продажа 1-комнатной квартиры 41,2 м², 8/9 этаж",Москва,Новая Москва,3,79,68,29.7,41.2,8553120
"Продажа квартиры-студии 23,1 м², 4/9 этаж",Москва,ЗАО,3,28,9,12.1,23.1,8713690
"Продажа квартиры-студии 40 м², 1/3 этаж",Москва,ЦАО,3,16,5,0.0,40.0,10100000
"Продажа 3-комнатной квартиры 56 м², 5/9 этаж",Москва,ВАО,3,17,7,7.0,56.0,16400000
"Продажа 3-комнатной квартиры 84,2 м², 19/22 этаж",Москва,ЮАО,3,26,20,8.9,84.2,19776559
"Продажа 2-комнатной квартиры 57,9 м², 21/36 этаж",Москва,САО,3,21,10,6.7,57.9,28387794
"Продажа 1-комнатной квартиры 43,1 м², 22/28 этаж",Москва,СЗАО,3,28,26,15.5,43.1,13797646
"Продажа квартиры-студии 19,9 м², 17/33 этаж",Москва,ЮАО,3,26,20,8.7,19.9,6501170
"Продажа 1-комнатной квартиры 41,8 м², 11/17 этаж",Москва,ЮЗАО,3,25,22,26.4,41.8,7732665
"Продажа 3-комнатной квартиры 87,2 м², 18/43 этаж",Москва,СЗАО,3,28,26,15.5,87.2,24119302
"Продажа 3-комнатной квартиры 90,3 м², 3/32 этаж",Москва,СЗАО,3,28,12,6.6,90.3,31254903
"Продажа 2-комнатной квартиры 71,3 м², 2/24 этаж",Москва,ЮАО,3,27,10,7.5,71.3,31711124
"Продажа 1-комнатной квартиры 40 м², 6/24 этаж",Москва,СЗАО,3,25,20,7.0,40.0,16500000
"Продажа 2-комнатной квартиры 63,5 м², 2/17 этаж",Москва,ЗАО,3,25,13,17.8,63.5,15499000
"Продажа 4-комнатной квартиры 116,7 м², 13/21 этаж",Москва,СЗАО,3,27,9,10.4,116.7,56961270
"Продажа 1-комнатной квартиры 40 м², 20/33 этаж",Москва,СВАО,3,25,19,14.4,40.0,13300000
"Продажа 2-комнатной квартиры 56,6 м², 5/7 этаж",Москва,СВАО,3,13,10,10.7,56.6,18000000
"Продажа 3-комнатной квартиры 112,2 м², 8/15 этаж",Москва,ЮАО,3,28,20,6.1,112.2,54482188
"Продажа 1-комнатной квартиры 40,2 м², 8/11 этаж",Москва,ЮВАО,3,26,17,4.6,40.2,12859980
"Продажа 1-комнатной квартиры 25,1 м², 16/33 этаж",Москва,ЗАО,3,29,9,14.8,25.1,9000000
"Продажа 1-комнатной квартиры 35,6 м², 18/20 этаж",Москва,ЮАО,3,25,7,18.5,35.6,8548800
"Продажа 2-комнатной квартиры 58,6 м², 9/33 этаж",Москва,ЮАО,3,26,20,8.8,58.6,14637108
"Продажа квартиры-студии 29,4 м², 9/12 этаж",Москва,Новая Москва,3,79,68,29.8,29.4,6764940
"Продажа квартиры-студии 28 м², 16/25 этаж",Москва,ВАО,3,34,25,10.7,28.0,9604000
"Продажа 2-комнатной квартиры 62 м², 2/24 этаж",Москва,ЮЗАО,3,24,13,10.3,62.0,28500000
"Продажа 1-комнатной квартиры 28,1 м², 7/21 этаж",Москва,Новая Москва,3,37,28,21.4,28.1,7109300
"Продажа квартиры-студии 19,8 м², 10/14 этаж",Москва,Новая Москва,3,34,24,23.7,19.8,6650000
"Продажа 2-комнатной квартиры 89,4 м², 11/19 этаж",Москва,ЮЗАО,3,26,15,12.2,89.4,45000000
"Продажа 3-комнатной квартиры 70 м², 7/8 этаж",Москва,ЗАО,3,17,3,8.7,70.0,24900000
"Продажа 2-комнатной квартиры 51 м², 12/16 этаж",Москва,ЗАО,3,21,8,11.8,51.0,15990000
"Продажа 2-комнатной квартиры 34 м², 8/9 этаж",Москва,ЮВАО,3,24,12,8.4,34.0,10000000
"Продажа 1-комнатной квартиры 36,1 м², 9/33 этаж",Москва,ЮАО,3,26,20,8.6,36.1,10053272
"Продажа 1-комнатной квартиры 38,9 м², 6/11 этаж",Москва,ЦАО,3,16,13,0.0,38.9,19500000
"Продажа 2-комнатной квартиры 56,9 м², 8/9 этаж",Москва,ЮЗАО,3,25,22,26.3,56.9,9936105
"Продажа 2-комнатной квартиры 40 м², 6/12 этаж",Москва,САО,3,24,18,13.9,40.0,11800000
"Продажа 2-комнатной квартиры 67 м², 10/21 этаж",Москва,ЗАО,3,28,9,12.2,67.0,18474004
"Продажа 2-комнатной квартиры 60,5 м², 4/22 этаж",Москва,СВАО,3,18,16,5.2,60.5,28687950
"Продажа 1-комнатной квартиры 35,7 м², 18/21 этаж",Москва,Новая Москва,3,37,28,21.4,35.7,9531900
"Продажа 1-комнатной квартиры 32,5 м², 13/33 этаж",Москва,САО,3,26,12,12.5,32.5,11625250
"Продажа 3-комнатной квартиры 80,4 м², 9/9 этаж",Москва,Новая Москва,3,75,64,,80.4,18192590
"Продажа 2-комнатной квартиры 38,5 м², 3/9 этаж",Москва,ЮАО,3,21,9,8.3,38.5,9800000
"Продажа 2-комнатной квартиры 74,6 м², 8/19 этаж",Москва,СЗАО,3,27,13,14.1,74.6,32920980
"Продажа 3-комнатной квартиры 81 м², 2/19 этаж",Москва,СЗАО,3,36,22,19.8,81.0,12795084
"Продажа квартиры-студии 20 м², 11/11 этаж",Москва,СВАО,3,28,20,15.6,20.0,6222880
"Продажа 1-комнатной квартиры 38,2 м², 8/17 этаж",Москва,СЗАО,3,22,6,18.8,38.2,10500000
"Продажа 1-комнатной квартиры 37,8 м², 18/21 этаж",Москва,САО,3,17,15,7.9,37.8,19716320
"Продажа 1-комнатной квартиры 34,5 м², 13/15 этаж",Москва,Новая Москва,3,33,22,20.9,34.5,10200000
"Продажа 1-комнатной квартиры 36,1 м², 10/33 этаж",Москва,ЮАО,3,26,20,8.6,36.1,9990169
"Продажа 3-комнатной квартиры 65,5 м², 6/16 этаж",Москва,СЗАО,3,27,10,9.5,65.5,23000000
"Продажа 2-комнатной квартиры 66,1 м², 6/6 этаж",Москва,ЦАО,3,17,5,0.0,66.1,34350000
"Продажа 1-комнатной квартиры 40,3 м², 12/12 этаж",Москва,Новая Москва,3,30,23,22.8,40.3,10822942
"Продажа 1-комнатной квартиры 32,8 м², 6/33 этаж",Москва,ЮАО,3,26,20,8.8,32.8,8980377
"Продажа 4-комнатной квартиры 116,5 м², 7/10 этаж",Москва,ЦАО,3,23,8,4.6,116.5,38500000
"Продажа 2-комнатной квартиры 42 м², 36/40 этаж",Москва,ЗАО,3,27,10,11.1,42.0,14800000
"Продажа 2-комнатной квартиры 68,7 м², 2/13 этаж",Москва,ЮВАО,3,15,11,4.7,68.7,27794826
"Продажа 1-комнатной квартиры 37 м², 11/25 этаж",Москва,СЗАО,3,33,22,19.8,37.0,10500000
"Продажа 1-комнатной квартиры 35 м², 24/24 этаж",Москва,СЗАО,3,30,13,13.9,35.0,11850650
"Продажа 1-комнатной квартиры 37,7 м², 4/11 этаж",Москва,ЗАО,3,28,8,18.9,37.7,13700000
"Продажа 3-комнатной квартиры 98,7 м², 3/11 этаж",Москва,ЮАО,3,37,29,7.4,98.7,37562018
"Продажа 3-комнатной квартиры 64,3 м², 10/12 этаж",Москва,ЮАО,3,36,33,19.1,64.3,12500000
"Продажа 2-комнатной квартиры 32,3 м², 2/15 этаж",Москва,СВАО,3,27,11,12.0,32.3,9739935
"Продажа 1-комнатной квартиры 55 м², 31/36 этаж",Москва,САО,3,24,6,5.2,55.0,19900000
"Продажа многокомнатной квартиры 167,4 м², 19/22 этаж",Москва,ЗАО,3,27,9,11.5,167.4,92000000
"Продажа 1-комнатной квартиры 34,7 м², 2/8 этаж",Москва,ЦАО,3,22,5,3.7,34.7,19300000
"Продажа 3-комнатной квартиры 56 м², 6/22 этаж",Москва,САО,3,26,8,15.4,56.0,20500000
"Продажа 1-комнатной квартиры 25,3 м², 1/9 этаж",Москва,ЮВАО,3,28,14,12.6,25.3,5652500
"Продажа квартиры-студии 20,2 м², 2/4 этаж",Москва,ЦАО,3,26,14,3.7,20.2,7290000
"Продажа квартиры-студии 30,3 м², 12/12 этаж",Москва,Новая Москва,3,79,68,30.0,30.3,6875070
"Продажа 1-комнатной квартиры 40,7 м², 17/30 этаж",Москва,ЗАО,3,24,15,11.2,40.7,25042710
"Продажа 1-комнатной квартиры 33,4 м², 19/25 этаж",Москва,ЮАО,3,14,12,18.3,33.4,11200000
"Продажа 2-комнатной квартиры 46 м², 5/5 этаж",Москва,ЗАО,3,19,6,10.3,46.0,16500000
"Продажа 2-комнатной квартиры 65,9 м², 8/16 этаж",Москва,ЮАО,3,28,20,6.3,65.9,26206584
"Продажа 1-комнатной квартиры 38,7 м², 11/17 этаж",Москва,Новая Москва,3,29,25,23.5,38.7,9383926
"Продажа 1-комнатной квартиры 36,1 м², 32/33 этаж",Москва,ВАО,3,19,11,9.8,36.1,9226293
"Продажа 2-комнатной квартиры 60,3 м², 4/53 этаж",Москва,СЗАО,3,28,12,16.4,60.3,23457503
"Продажа 4-комнатной квартиры 120 м², 27/32 этаж",Москва,САО,3,23,11,7.8,120.0,45000000
"Продажа 1-комнатной квартиры 32,7 м², 1/9 этаж",Москва,ВАО,3,27,20,13.1,32.7,8000000
"Продажа 1-комнатной квартиры 38,5 м², 3/43 этаж",Москва,СЗАО,3,26,25,7.7,38.5,17000000
"Продажа квартиры-студии 20 м², 11/16 этаж",Москва,ЗАО,3,25,14,11.7,20.0,8000000
"Продажа 3-комнатной квартиры 96 м², 3/8 этаж",Москва,СВАО,3,23,13,7.6,96.0,31700000
"Продажа 2-комнатной квартиры 68,7 м², 4/12 этаж",Москва,СЗАО,3,27,9,10.8,68.7,41666550
"Продажа 2-комнатной квартиры 59,7 м², 15/24 этаж",Москва,СЗАО,3,30,13,13.9,59.7,18914989
"Продажа 2-комнатной квартиры 48,8 м², 8/33 этаж",Москва,ЮАО,3,26,20,8.7,48.8,13015350
"Продажа 1-комнатной квартиры 32,1 м², 18/33 этаж",Москва,СВАО,3,28,19,10.9,32.1,8831865
"Продажа 2-комнатной квартиры 44,1 м², 5/16 этаж",Москва,СВАО,3,24,16,15.6,44.1,10900000
"Продажа 4-комнатной квартиры 116,8 м², 53/54 этаж",Москва,САО,3,21,10,6.7,116.8,54225641
"Продажа 2-комнатной квартиры 83,5 м², 18/32 этаж",Москва,ЮАО,3,24,10,0.0,83.5,61479463
"Продажа 1-комнатной квартиры 37,1 м², 21/33 этаж",Москва,ЮВАО,3,25,15,9.9,37.1,9693488
"Продажа 1-комнатной квартиры 34,6 м², 13/17 этаж",Москва,СВАО,3,25,22,13.6,34.6,8145808
"Продажа 1-комнатной квартиры 31,7 м², 4/5 этаж",Москва,ВАО,3,14,9,9.4,31.7,8200000
"Продажа квартиры-студии 19,8 м², 14/17 этаж",Москва,ВАО,3,41,38,11.1,19.8,6025140
"Продажа 2-комнатной квартиры 48,6 м², 24/33 этаж",Москва,ВАО,3,19,11,9.8,48.6,11580408
